conversation_id,text,emotion,type,human_type,video_url,text_id,emotion_label,emotion_score
6,"In terms of that freedom and in charge of yourself, and the changes that we're talking about, and building your own family, and to enable you to do that, where do some of that freedom stuff sit with re-engaging back with your whānau and your children, your partner? Is it something you're gonna wanna hang on to, or how you're going to manage that?",,interview,therapist,https://www.youtube.com/watch?v=IqtaW2ufbcw,8,neutral,0.8943332433700562
6,Mm-hmm.,,interview,therapist,https://www.youtube.com/watch?v=IqtaW2ufbcw,9,neutral,0.5854405760765076
6,Right.,,interview,therapist,https://www.youtube.com/watch?v=IqtaW2ufbcw,10,neutral,0.8274132609367371
6,Yeah.,,interview,therapist,https://www.youtube.com/watch?v=IqtaW2ufbcw,11,neutral,0.8143123984336853
7,"At times. Yeah, so-so what you-- wha-what she might say to us about about- a-a-about your gambling?",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,0,disgust,0.2288954704999923
7,Mm.,,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,1,neutral,0.8791950345039368
7,How about then your-your kind of hunch about that?,,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,2,neutral,0.5743604898452759
7,"Have you put on a kind of real hat, you know, you get a real hat here, you know? What-what's your hunch about that? Is it a kind of-- that kind of realization it's a bit of a smoke screen, what's your hunch?",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,3,surprise,0.6477621793746948
7,"Yeah. Yeah, so you're not a bad person. Certainly, I don't make judgments about people being bad people. So that seems sort of actually thinking about this, you sensed that you could've stopped.",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,4,neutral,0.5010573863983154
7,"Yeah, and-and in some ways getting caught might be a good thing. I know it might sound a re-really sort of strange thing to say, but I wonder if like getting caught might have been a good thing. Because you would have read the papers about other people's of-- you know. They're the hands that would turn on stuff and end up with gambling problems and big money. So I want- I want to hear much that it might have been a good thing that you got caught at this stage, and you got a chance to do some talking about it and working around some strategies to get it under control so it doesn't control you. What's your hunch about that?",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,5,surprise,0.6736900210380554
7,Mm.,,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,6,neutral,0.8791950345039368
7,"So I get a sense it's a little anxious being here today and, uh, meeting someone like me, and, um, what we're gonna be doing today is-is inducting, but also I wanna talk about, um, yeah, the issues that-that have got you here and we need to do some sorting out around, um, yeah how serious you are to sort of sort those issues. So?",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,7,fear,0.784094512462616
7,Yeah.,,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,8,neutral,0.8143123984336853
7,"Yeah, yeah, okay, okay. So Sarah might see it as an issue. And-and I guess there's a part of you also sees it as an issue, part of you, you know. Part of you may not, but a part of you does.",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,9,neutral,0.6662683486938477
7,"Sarah, So what do you think Sarah would say?",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,10,neutral,0.4490880966186523
7,What would she say about—,,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,11,neutral,0.5346012115478516
7,"Yeah, what would she say about-- 'cause she knows you pretty well. She'll-she'll-- she goes to the pubs with you probably and see you putting the money on pokies, what would she reckon?",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,12,neutral,0.4477701187133789
7,"Okay. But you owe her some money and you get the sense that-- Or I'm picking up, you get a sense that she's not terribly happy.",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,13,sadness,0.6928105354309082
7,"You want that acceptance, absolutely, yeah, yeah. But won't you say, you know, friends also-- good friends also can, you know, call you on stuff too, can't they? Yeah?",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,14,neutral,0.3882178068161011
7,"So the part of you that does see this is-- as an issue, yeah, that the gambling sometimes can be out of control, you know, tell me that part of you that-that maybe knows that, uh, it's getting you into trouble and it's gone way-- just moved you off from that point, there have been some—",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,15,neutral,0.4359356164932251
7,"Absolutely, and that's what you want from friends, isn't it?",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,16,neutral,0.7858948111534119
7,Okay.,,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,17,neutral,0.5348885655403137
7,"Oh, okay, okay. Who's-who's-- What's your girlfriend's name, your best- your best friend, best girl friend?",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,18,anger,0.2586682140827179
7,Yeah.,,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,19,neutral,0.8143123984336853
7,"So first, it might be trying to sort out what are the important issues to sort out.",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,20,neutral,0.9513267278671264
7,"Yeah, that makes sense? Yeah? So how confident are you that-that, you know, you can sort out the issues related to, um, you know, uh, taking the money from your employer? And another thing, in your precinct's report, there were some issues around gambling, and some issues around alcohol use. So those seem to be important issues that are kind of getting out. So how confident are you that you can get those sorted in the nine months we've got?",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,21,neutral,0.8573587536811829
7,Yeah.,,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,22,neutral,0.8143123984336853
7,"Yeah, yeah.",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,23,neutral,0.5973883867263794
7,"Yeah. See one of the things I'll be really interested in-in talking with you about is, um, yeah, what's-what's the, um, what's the worst thing that has happened in terms of pokies, in terms of you know behavior around the pokies, what's the worst thing that's happened?",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,24,disgust,0.9734347462654114
7,"Yeah, yeah.",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,25,neutral,0.5973883867263794
7,Yeah. So how often do you end up with no money in your pocket? Can be the times when you end up with money in your pocket,,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,26,neutral,0.5417298674583435
7,"Yeah, yeah. So if we were to think back, say the last month, the last four weeks, how many times would you have gone down to the- to the pokies, the pub?",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,27,neutral,0.5829926133155823
7,Yeah. Yeah.,,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,28,neutral,0.6033495664596558
7,Yeah-,,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,29,neutral,0.6996598243713379
7,That-that you're up for the money and-and then-then they slot you.,,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,30,neutral,0.6700425148010254
7,"Yeah, yeah, yeah? So that's 12 times. So how many times would you have walked away with money in your pocket after, any out of the 12, what's your- what's your sense?",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,31,surprise,0.6194062829017639
7,Okay. Okay. So you're saying about 50-50?,,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,32,neutral,0.853361964225769
7,"'Cause you have to understand the odds are about-- sort of-of tend to be about 25% on the 100, that-that's [crosstalk]",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,33,neutral,0.8822079300880432
7,"Yeah, you might be lucky then. So-so what do you reckon like in terms of like you're saying you're not sort of sure if that's an issue, and that's probably something that we can be working with, uh, figure it is an issue.",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,34,neutral,0.9206348061561584
7,"And, yeah, it might be an issue, I don't know if it's an issue at this point. It'll be interesting to sort of talk about that. But I'm wondering what happens, yeah, when-when you get on the pokies out there, they're certainly at the pub, pokies around? So what happens in your body when, um—",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,35,surprise,0.3699547350406647
7,"A bit of a rush. Yeah. 'Cause other people I have worked with say that, yeah, sometimes they get a bit of a rush, that somehow the rush takes over and they don't know when to stop. Not sure if that's what- if that's what it's like for you, but other people have told me that, so.",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,36,neutral,0.6178011298179626
7,"Yeah, yeah. Yeah, yeah. So that could be an issue we could spend some time talking about here, 'cause obviously you know, you don't- you don't - you don't wanna be here, and then my interest now is just getting you o-out of the system, not getting you into the systems. So-so here, um-- how-how much do you think this is an issue for you, you reckon? The pokies and the gambling.",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,37,neutral,0.3795034885406494
7,"Yeah, yeah. Thinking about your friends, you know, how would you soft of think about your friends 'cause, you know, I guess you go out with your girlfriends and stuff.",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,38,disgust,0.4625756740570068
7,"Yeah, yeah. So, in terms of their behavior, like how did your behavior sort of match with their behavior? Are they much the same as you, are they different than you?",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,39,neutral,0.8113483190536499
7,"Yeah, yeah, yeah. Then, in terms of the pokies and stuff they much as they like doing the pokies so much as your doing the-- You know, compared to you doing the pokies?",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,40,neutral,0.5616337060928345
7,"Okay. So-so thinking about this, say a couple times a week, you know, two or three?",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,41,neutral,0.8921833634376526
7,"-so, what did it add up to, at the end of the day? What are we talking here?",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,42,surprise,0.694446861743927
7,Yeah.,,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,43,neutral,0.8143123984336853
7,Mm.,,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,44,neutral,0.8791950345039368
7,"Yeah, yeah. It's a little bit here, a little bit there, so it then adds up, yeah? Yeah.",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,45,neutral,0.8694192171096802
7,Yeah.,,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,46,neutral,0.8143123984336853
7,"Um, but you do have a choice about how you are here when we meet, and what-what we talk about here. So, um, you know, so you do have lots of choices within that. And, my sense is you're, sort of, you know, a young woman who will make some good choices about that 'cause you're not a bad person, and you know that.",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,47,neutral,0.709102988243103
7,"Well, you have a choice about what you open up to me about. Absolutely, you have a choice about that, yeah. That coming, being on sentence, no, you don't have a choice about that, um, well, you have a choice, 'cause, I mean, you can choose not to come, and you'll be breached and get to head back to court.",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,48,neutral,0.4330120980739593
7,"Yeah. You know, like-- I-- And, some people wouldn't even, sort of, get in the door or wouldn't be as open as you've been today, okay, to an extent, so, you know, like I said, good on you, yeah. You know, being able to-- It's hard to come to a place like this and start to really open up, so, you know, you've just shown that you can do that. Yeah.",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,49,neutral,0.5513283610343933
7,Mm.,,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,50,neutral,0.8791950345039368
7,Sorry?,,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,51,sadness,0.7988010048866272
7,All right.,,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,52,neutral,0.6785574555397034
7,"Okay. So, what other things have you've been open to at other times in your life when you've been open to-to new ideas and being able to talk about stuff, that may be tough to talk about?",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,53,neutral,0.4581010043621063
7,"Yeah, yeah.",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,54,neutral,0.5973883867263794
7,Yeah? Yeah.,,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,55,surprise,0.6441894173622131
7,"Yeah. Okay. So-so, there's some-some questions you've got around some-some ways you, kind of, explained them. And then, as we work together, you know, we-- there might be some other ways we look at it and see it too, you know, that-that's part of working together. So, I'm wondering, how open are you to, you know, seeing this situation from lots of different angles?",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,56,surprise,0.640022337436676
7,"Yeah, and-and, coming in, talking to a stranger, you know, and someone who can be honest to what you did, talking to a stranger, coming in this time, what do you sense about how you're doing so far?",,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,57,neutral,0.435652881860733
8,So what's been going on?,,interview,therapist,https://www.youtube.com/watch?v=M-i6-BNkCTo,0,surprise,0.6164905428886414
8,"All right. yeah, I was told that you're phone calls was taken away",,interview,therapist,https://www.youtube.com/watch?v=M-i6-BNkCTo,1,neutral,0.5552169680595398
8,What-what happened?,,interview,therapist,https://www.youtube.com/watch?v=M-i6-BNkCTo,2,surprise,0.8856062889099121
8,"Okay. yeah, it was weird when I, uh, got that report because for the most part since you've been here, uh, you'd been like, uh, model-model resident, uh, always making their bed, uh, been pretty, uh, respectful of the staff, of all the other residents. So, uh, is it something to do with you getting out in three weeks? It must be pretty hard.",,interview,therapist,https://www.youtube.com/watch?v=M-i6-BNkCTo,3,disgust,0.8816061019897461
8,"Mm-hmm. Yeah, you used to have contact with your mom, you know, almost every other night and now for just about a week, you haven't even gotten to talk to her. I can imagine that being pretty difficult. I remember you saying something about like your dad's birthday coming up?",,interview,therapist,https://www.youtube.com/watch?v=M-i6-BNkCTo,4,surprise,0.3965289890766144
8,Okay.,,interview,therapist,https://www.youtube.com/watch?v=M-i6-BNkCTo,5,neutral,0.5348885655403137
